disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Bipolar disorder,bipolar,weighted,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Bipolar disorder,bipolar,weighted,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,80,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,186,12.006144393241167,0.08039068590394609,SCN7A,0.2664691370368151
Epilepsy,epilepsy,broad,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN7A,0.2664691370368151
Epilepsy,epilepsy,broad,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN1A,0.2664691370368151
Epilepsy,epilepsy,broad,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,broad,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,broad,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,FANCL,0.2664691370368151
Epilepsy,epilepsy,broad,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN1A,0.2664691370368151
Epilepsy,epilepsy,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,broad,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,broad,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,VRK2,0.2664691370368151
Epilepsy,epilepsy,broad,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN7A,0.2664691370368151
Epilepsy,epilepsy,broad,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,broad,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,2,200,39.08,0.025425651084272277,SCN1A,0.2881573789550858
Epilepsy,epilepsy,stringent,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,2,200,39.08,0.025425651084272277,SCN1A,0.2881573789550858
Epilepsy,epilepsy,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,2,200,39.08,0.025425651084272277,VRK2,0.2881573789550858
Epilepsy,epilepsy,stringent,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,186,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,2,200,0.0,1.0,,1.0
Epilepsy,epilepsy,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,186,12.006144393241167,0.08039068590394609,SCN7A,0.2664691370368151
Epilepsy,epilepsy,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN7A,0.2664691370368151
Epilepsy,epilepsy,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN1A,0.2664691370368151
Epilepsy,epilepsy,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,FANCL,0.2664691370368151
Epilepsy,epilepsy,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SCN1A,0.2664691370368151
Epilepsy,epilepsy,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,KCNIP2,0.2664691370368151
Epilepsy,epilepsy,weighted,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,VRK2,0.2664691370368151
