region_id,region,robustness_rank,spatial_robustness_label,gene,gene_expression,l2g_score,weighted_contribution,regional_rank,top_driver
141,Thal MGN L,3,not_robust,SLC45A3,0.6602014597402976,0.1365202218294143,0.0019241374433503853,80,False
141,Thal MGN L,3,not_robust,STBD1,0.5844447323891971,0.1455356031656265,0.001815830574050389,81,False
141,Thal MGN L,3,not_robust,NDUFAF2,0.5581567794597263,0.1519088149070739,0.0018100968192486168,82,False
141,Thal MGN L,3,not_robust,PARP9,0.2057241048542799,0.4089574217796325,0.0017960809266539433,83,False
141,Thal MGN L,3,not_robust,NEK1,0.600725226397415,0.1384527385234832,0.001775579186255496,84,False
141,Thal MGN L,3,not_robust,MED13,0.453658127328894,0.1776958703994751,0.001720951599122876,85,False
141,Thal MGN L,3,not_robust,FASTKD5,0.7941643992410689,0.0885050073266029,0.001500516869885999,86,False
141,Thal MGN L,3,not_robust,SNX20,0.5263680853715882,0.1277837306261062,0.0014359117123301575,87,False
141,Thal MGN L,3,not_robust,MCMBP,0.3460004088121039,0.1930699795484542,0.0014261131613969977,88,False
141,Thal MGN L,3,not_robust,CMC1,0.7045656295558782,0.0913318544626236,0.0013737457276761433,89,False
141,Thal MGN L,3,not_robust,DR1,0.7455585617820248,0.0850554704666137,0.0013537754634657504,90,False
141,Thal MGN L,3,not_robust,DDRGK1,0.3867367873650255,0.1576443612575531,0.0013015370992604358,91,False
141,Thal MGN L,3,not_robust,IP6K2,0.6197262743441152,0.0962643772363662,0.0012735856006268456,92,False
141,Thal MGN L,3,not_robust,CERS6,0.7849138538871541,0.0747304856777191,0.0012522251578629964,93,False
141,Thal MGN L,3,not_robust,DPM3,0.6138485341438435,0.0954490676522255,0.0012508220803230281,94,False
141,Thal MGN L,3,not_robust,YARS2,0.4744312188312544,0.1202353090047836,0.0012177773953299948,95,False
141,Thal MGN L,3,not_robust,CNOT7,0.5938749995083916,0.0932418778538703,0.001182139366264328,96,False
141,Thal MGN L,3,not_robust,MTMR7,0.7307831635855738,0.0743675380945205,0.0011602045469416525,97,False
141,Thal MGN L,3,not_robust,RPP38,0.7017602742873263,0.0709610506892204,0.0010630934502548095,98,False
141,Thal MGN L,3,not_robust,VPS37A,0.5894902793968448,0.0843638330698013,0.0010616847449778609,99,False
141,Thal MGN L,3,not_robust,FOXS1,0.6782016343452845,0.0717954486608505,0.0010394853459271517,100,False
