disease,disease_id,gene_set,region,region_id,score,number_of_genes,analysis_scale
Migraine,migraine,broad,Cingulate Mid R,38,0.48828069129207163,167,raw_scale_analysis
Migraine,migraine,broad,Cingulate Post L,39,0.5034317635741186,167,raw_scale_analysis
Migraine,migraine,broad,Hippocampus L,41,0.49527644745103827,167,raw_scale_analysis
Migraine,migraine,broad,Hippocampus R,42,0.49590284078118824,167,raw_scale_analysis
Migraine,migraine,broad,ParaHippocampal L,43,0.5159179466691916,167,raw_scale_analysis
Migraine,migraine,broad,ParaHippocampal R,44,0.5149235937286418,167,raw_scale_analysis
Migraine,migraine,broad,Amygdala L,45,0.5038671352763103,167,raw_scale_analysis
Migraine,migraine,broad,Amygdala R,46,0.46876382737780525,167,raw_scale_analysis
Migraine,migraine,broad,Calcarine L,47,0.5046331253594714,167,raw_scale_analysis
Migraine,migraine,broad,Calcarine R,48,0.49751145151335346,167,raw_scale_analysis
Migraine,migraine,broad,Cuneus L,49,0.497015332929521,167,raw_scale_analysis
Migraine,migraine,broad,Lingual L,51,0.49779452691723375,167,raw_scale_analysis
Migraine,migraine,broad,Lingual R,52,0.5028464365288454,167,raw_scale_analysis
Migraine,migraine,broad,Occipital Sup L,53,0.5030220278081752,167,raw_scale_analysis
Migraine,migraine,broad,Occipital Mid L,55,0.513532496606569,167,raw_scale_analysis
Migraine,migraine,broad,Occipital Mid R,56,0.5184804387316579,167,raw_scale_analysis
Migraine,migraine,broad,Occipital Inf L,57,0.5116857664673674,167,raw_scale_analysis
Migraine,migraine,broad,Occipital Inf R,58,0.5038064865317401,167,raw_scale_analysis
Migraine,migraine,broad,Fusiform L,59,0.4953174063984534,167,raw_scale_analysis
Migraine,migraine,broad,Fusiform R,60,0.4874553639050352,167,raw_scale_analysis
Migraine,migraine,broad,Postcentral L,61,0.5007313882914542,167,raw_scale_analysis
Migraine,migraine,broad,Postcentral R,62,0.4963118090740774,167,raw_scale_analysis
Migraine,migraine,broad,Parietal Sup L,63,0.5036388580111008,167,raw_scale_analysis
Migraine,migraine,broad,Parietal Sup R,64,0.4542408664381938,167,raw_scale_analysis
Migraine,migraine,broad,Parietal Inf L,65,0.5067367262699355,167,raw_scale_analysis
Migraine,migraine,broad,Parietal Inf R,66,0.510612443498633,167,raw_scale_analysis
Migraine,migraine,broad,SupraMarginal L,67,0.46848183759343626,167,raw_scale_analysis
Migraine,migraine,broad,SupraMarginal R,68,0.4745783504408617,167,raw_scale_analysis
Migraine,migraine,broad,Angular L,69,0.5057268833649453,167,raw_scale_analysis
Migraine,migraine,broad,Angular R,70,0.4805095936032037,167,raw_scale_analysis
Migraine,migraine,broad,Precuneus L,71,0.49538200095854545,167,raw_scale_analysis
Migraine,migraine,broad,Precuneus R,72,0.4812902054141442,167,raw_scale_analysis
Migraine,migraine,broad,Paracentral Lobule L,73,0.4841349816665717,167,raw_scale_analysis
Migraine,migraine,broad,Paracentral Lobule R,74,0.5001034872554001,167,raw_scale_analysis
Migraine,migraine,broad,Caudate L,75,0.5087574669303863,167,raw_scale_analysis
Migraine,migraine,broad,Caudate R,76,0.5168739299853147,167,raw_scale_analysis
Migraine,migraine,broad,Putamen L,77,0.49473097260548227,167,raw_scale_analysis
Migraine,migraine,broad,Putamen R,78,0.5026001137272246,167,raw_scale_analysis
Migraine,migraine,broad,Pallidum L,79,0.5199351749239479,167,raw_scale_analysis
Migraine,migraine,broad,Pallidum R,80,0.5427068467761899,167,raw_scale_analysis
Migraine,migraine,broad,Heschl L,83,0.5117137593450628,167,raw_scale_analysis
Migraine,migraine,broad,Heschl R,84,0.5182660893613394,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Sup L,85,0.49592415805941614,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Sup R,86,0.48527577230127256,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Pole Sup L,87,0.4953092263942363,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Pole Sup R,88,0.5332050048667145,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Mid L,89,0.49001405696062406,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Mid R,90,0.5004992285059741,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Pole Mid L,91,0.5061565241069397,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Inf L,93,0.4981478807323651,167,raw_scale_analysis
Migraine,migraine,broad,Temporal Inf R,94,0.5020369035036882,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum Crus1 L,95,0.49156355689152814,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum Crus1 R,96,0.5306350103875522,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum Crus2 L,97,0.48712472971280857,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum Crus2 R,98,0.524738432468647,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 4 5 L,101,0.5273537954355391,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 4 5 R,102,0.5280293414443815,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 6 L,103,0.5156774988955929,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 6 R,104,0.4969477121084731,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 7b L,105,0.4797119368843857,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 7b R,106,0.49279184559752887,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 8 L,107,0.4975140049554215,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 8 R,108,0.5226044449529447,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 9 L,109,0.47914856369449765,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 9 R,110,0.47989383521362766,167,raw_scale_analysis
Migraine,migraine,broad,Cerebellum 10 L,111,0.492418059958026,167,raw_scale_analysis
Migraine,migraine,broad,Vermis 8,118,0.5490728988111463,167,raw_scale_analysis
Migraine,migraine,broad,Vermis 9,119,0.5148972024338914,167,raw_scale_analysis
Migraine,migraine,broad,Thal AV L,121,0.5309128193059767,167,raw_scale_analysis
Migraine,migraine,broad,Thal AV R,122,0.5282621005393878,167,raw_scale_analysis
Migraine,migraine,broad,Thal VA L,125,0.5293111738567613,167,raw_scale_analysis
Migraine,migraine,broad,Thal VL L,127,0.5198616375822042,167,raw_scale_analysis
Migraine,migraine,broad,Thal VL R,128,0.5071968664230777,167,raw_scale_analysis
Migraine,migraine,broad,Thal VPL L,129,0.509712322239769,167,raw_scale_analysis
Migraine,migraine,broad,Thal VPL R,130,0.5255431312660047,167,raw_scale_analysis
Migraine,migraine,broad,Thal IL L,131,0.552090708823296,167,raw_scale_analysis
Migraine,migraine,broad,Thal MDm L,135,0.45844745716875485,167,raw_scale_analysis
Migraine,migraine,broad,Thal MDm R,136,0.5041727608083433,167,raw_scale_analysis
Migraine,migraine,broad,Thal MDl L,137,0.48407668260909464,167,raw_scale_analysis
Migraine,migraine,broad,Thal LGN L,139,0.5042665044834985,167,raw_scale_analysis
Migraine,migraine,broad,Thal LGN R,140,0.5246204052047141,167,raw_scale_analysis
Migraine,migraine,broad,Thal MGN L,141,0.5293723842487654,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuI L,143,0.541071409378521,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuI R,144,0.5368927765690562,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuM L,145,0.5248192677350731,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuM R,146,0.5044181597644154,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuA L,147,0.5476474108903677,167,raw_scale_analysis
Migraine,migraine,broad,Thal PuA R,148,0.5164576944174121,167,raw_scale_analysis
Migraine,migraine,broad,ACC pre L,153,0.4824105615528194,167,raw_scale_analysis
Migraine,migraine,broad,ACC pre R,154,0.5312922531651076,167,raw_scale_analysis
Migraine,migraine,broad,ACC sup L,155,0.5014825187687035,167,raw_scale_analysis
Migraine,migraine,broad,ACC sup R,156,0.5266688093835565,167,raw_scale_analysis
Migraine,migraine,broad,N Acc L,157,0.5162790192889682,167,raw_scale_analysis
Migraine,migraine,broad,N Acc R,158,0.5316907982524669,167,raw_scale_analysis
Migraine,migraine,broad,SN pc L,161,0.5136950145824632,167,raw_scale_analysis
Migraine,migraine,broad,SN pr L,163,0.5214308650048106,167,raw_scale_analysis
Migraine,migraine,broad,SN pr R,164,0.5127258732117846,167,raw_scale_analysis
Migraine,migraine,broad,Red N L,165,0.511383740667104,167,raw_scale_analysis
Migraine,migraine,broad,Red N R,166,0.5400498517137716,167,raw_scale_analysis
Migraine,migraine,broad,LC L,167,0.48137358995121826,167,raw_scale_analysis
Migraine,migraine,broad,LC R,168,0.4532477387213227,167,raw_scale_analysis
Migraine,migraine,broad,Raphe D,169,0.4870035640100497,167,raw_scale_analysis
Migraine,migraine,broad,Raphe M,170,0.4918654323777661,167,raw_scale_analysis
Migraine,migraine,stringent,Precentral L,1,0.49253370783681927,41,raw_scale_analysis
Migraine,migraine,stringent,Precentral R,2,0.47494896587867047,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Sup 2 L,3,0.5093324604552557,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Sup 2 R,4,0.5305348469850791,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Mid 2 L,5,0.5218305531812606,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Mid 2 R,6,0.5160129358404592,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Oper L,7,0.48660290712364435,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Oper R,8,0.4993850490827048,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Tri L,9,0.5219820102207938,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Tri R,10,0.48998212632914284,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Orb 2 L,11,0.5397550631742051,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Inf Orb 2 R,12,0.5248382589098272,41,raw_scale_analysis
Migraine,migraine,stringent,Rolandic Oper L,13,0.5005127126441474,41,raw_scale_analysis
Migraine,migraine,stringent,Rolandic Oper R,14,0.5405175974362215,41,raw_scale_analysis
Migraine,migraine,stringent,Supp Motor Area L,15,0.47321942171803594,41,raw_scale_analysis
Migraine,migraine,stringent,Supp Motor Area R,16,0.4663135693942747,41,raw_scale_analysis
Migraine,migraine,stringent,Olfactory L,17,0.4819611163970122,41,raw_scale_analysis
Migraine,migraine,stringent,Olfactory R,18,0.4756393507038439,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Sup Medial L,19,0.5308278203007577,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Sup Medial R,20,0.5380516204064639,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Med Orb L,21,0.5275258784726725,41,raw_scale_analysis
Migraine,migraine,stringent,Frontal Med Orb R,22,0.559731973592066,41,raw_scale_analysis
Migraine,migraine,stringent,Rectus L,23,0.5247870256765794,41,raw_scale_analysis
Migraine,migraine,stringent,Rectus R,24,0.5450563413891226,41,raw_scale_analysis
Migraine,migraine,stringent,OFCmed L,25,0.5150693891156011,41,raw_scale_analysis
Migraine,migraine,stringent,OFCmed R,26,0.5343596197292759,41,raw_scale_analysis
Migraine,migraine,stringent,OFCant L,27,0.5494769853210709,41,raw_scale_analysis
Migraine,migraine,stringent,OFCant R,28,0.5454292478358893,41,raw_scale_analysis
Migraine,migraine,stringent,OFCpost L,29,0.48716931792592705,41,raw_scale_analysis
Migraine,migraine,stringent,OFCpost R,30,0.5169101490655649,41,raw_scale_analysis
Migraine,migraine,stringent,OFClat L,31,0.4986365259752939,41,raw_scale_analysis
Migraine,migraine,stringent,OFClat R,32,0.5537781172730194,41,raw_scale_analysis
Migraine,migraine,stringent,Insula L,33,0.4995675141607187,41,raw_scale_analysis
Migraine,migraine,stringent,Insula R,34,0.4990778420384431,41,raw_scale_analysis
Migraine,migraine,stringent,Cingulate Mid L,37,0.4967506341967238,41,raw_scale_analysis
Migraine,migraine,stringent,Cingulate Mid R,38,0.4836387414871024,41,raw_scale_analysis
Migraine,migraine,stringent,Cingulate Post L,39,0.49861029443699123,41,raw_scale_analysis
Migraine,migraine,stringent,Hippocampus L,41,0.5054580977559368,41,raw_scale_analysis
Migraine,migraine,stringent,Hippocampus R,42,0.4959412368394391,41,raw_scale_analysis
Migraine,migraine,stringent,ParaHippocampal L,43,0.5262821614822951,41,raw_scale_analysis
Migraine,migraine,stringent,ParaHippocampal R,44,0.5121624475877911,41,raw_scale_analysis
Migraine,migraine,stringent,Amygdala L,45,0.507750601985083,41,raw_scale_analysis
Migraine,migraine,stringent,Amygdala R,46,0.43620684572137314,41,raw_scale_analysis
Migraine,migraine,stringent,Calcarine L,47,0.5229886279952151,41,raw_scale_analysis
Migraine,migraine,stringent,Calcarine R,48,0.5185591759663357,41,raw_scale_analysis
Migraine,migraine,stringent,Cuneus L,49,0.5031636064799133,41,raw_scale_analysis
Migraine,migraine,stringent,Lingual L,51,0.5171027718488086,41,raw_scale_analysis
Migraine,migraine,stringent,Lingual R,52,0.5337712696570506,41,raw_scale_analysis
Migraine,migraine,stringent,Occipital Sup L,53,0.4885439906942732,41,raw_scale_analysis
Migraine,migraine,stringent,Occipital Mid L,55,0.5119612240676884,41,raw_scale_analysis
Migraine,migraine,stringent,Occipital Mid R,56,0.5172327048200392,41,raw_scale_analysis
Migraine,migraine,stringent,Occipital Inf L,57,0.5187661041979927,41,raw_scale_analysis
Migraine,migraine,stringent,Occipital Inf R,58,0.4905918680106223,41,raw_scale_analysis
Migraine,migraine,stringent,Fusiform L,59,0.48126226163629054,41,raw_scale_analysis
Migraine,migraine,stringent,Fusiform R,60,0.47093469123870846,41,raw_scale_analysis
Migraine,migraine,stringent,Postcentral L,61,0.4960396336357731,41,raw_scale_analysis
Migraine,migraine,stringent,Postcentral R,62,0.486496798182896,41,raw_scale_analysis
Migraine,migraine,stringent,Parietal Sup L,63,0.4986298002755365,41,raw_scale_analysis
Migraine,migraine,stringent,Parietal Sup R,64,0.4231259773734177,41,raw_scale_analysis
Migraine,migraine,stringent,Parietal Inf L,65,0.4973976427437921,41,raw_scale_analysis
Migraine,migraine,stringent,Parietal Inf R,66,0.5285579998203503,41,raw_scale_analysis
Migraine,migraine,stringent,SupraMarginal L,67,0.44759803922125774,41,raw_scale_analysis
Migraine,migraine,stringent,SupraMarginal R,68,0.44835134804311927,41,raw_scale_analysis
Migraine,migraine,stringent,Angular L,69,0.49427048304051113,41,raw_scale_analysis
Migraine,migraine,stringent,Angular R,70,0.4820611776009972,41,raw_scale_analysis
Migraine,migraine,stringent,Precuneus L,71,0.4905049797739407,41,raw_scale_analysis
Migraine,migraine,stringent,Precuneus R,72,0.46998416169093965,41,raw_scale_analysis
Migraine,migraine,stringent,Paracentral Lobule L,73,0.47378761176378154,41,raw_scale_analysis
Migraine,migraine,stringent,Paracentral Lobule R,74,0.47199416724589105,41,raw_scale_analysis
Migraine,migraine,stringent,Caudate L,75,0.5196811897028737,41,raw_scale_analysis
Migraine,migraine,stringent,Caudate R,76,0.527400368025141,41,raw_scale_analysis
Migraine,migraine,stringent,Putamen L,77,0.4889507564728863,41,raw_scale_analysis
Migraine,migraine,stringent,Putamen R,78,0.4855716766144498,41,raw_scale_analysis
Migraine,migraine,stringent,Pallidum L,79,0.5250527081880422,41,raw_scale_analysis
Migraine,migraine,stringent,Pallidum R,80,0.5481415337591815,41,raw_scale_analysis
Migraine,migraine,stringent,Heschl L,83,0.5191165960488975,41,raw_scale_analysis
Migraine,migraine,stringent,Heschl R,84,0.5441095294916487,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Sup L,85,0.48580911848607244,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Sup R,86,0.4830127910423712,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Pole Sup L,87,0.4869893935587948,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Pole Sup R,88,0.5323554114679884,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Mid L,89,0.47622445969777116,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Mid R,90,0.4782976356914796,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Pole Mid L,91,0.5015147176400452,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Inf L,93,0.4859488476582085,41,raw_scale_analysis
Migraine,migraine,stringent,Temporal Inf R,94,0.48765945650822623,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum Crus1 L,95,0.48769902302399726,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum Crus1 R,96,0.5336207742041363,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum Crus2 L,97,0.48477934446402254,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum Crus2 R,98,0.5244560781188919,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 4 5 L,101,0.5407467345997284,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 4 5 R,102,0.5551259194266679,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 6 L,103,0.5258650511868189,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 6 R,104,0.4927458194725463,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 7b L,105,0.4765052728270657,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 7b R,106,0.506171245845759,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 8 L,107,0.5012057049793347,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 8 R,108,0.522964400960967,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 9 L,109,0.4663244406708771,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 9 R,110,0.5058016905784575,41,raw_scale_analysis
Migraine,migraine,stringent,Cerebellum 10 L,111,0.49202976736538756,41,raw_scale_analysis
Migraine,migraine,stringent,Vermis 8,118,0.5750365550254447,41,raw_scale_analysis
Migraine,migraine,stringent,Vermis 9,119,0.5377404228378149,41,raw_scale_analysis
Migraine,migraine,stringent,Thal AV L,121,0.5534819369648025,41,raw_scale_analysis
Migraine,migraine,stringent,Thal AV R,122,0.5434793565824004,41,raw_scale_analysis
Migraine,migraine,stringent,Thal VA L,125,0.5214625876718054,41,raw_scale_analysis
Migraine,migraine,stringent,Thal VL L,127,0.5416768001388129,41,raw_scale_analysis
Migraine,migraine,stringent,Thal VL R,128,0.4984265865054139,41,raw_scale_analysis
Migraine,migraine,stringent,Thal VPL L,129,0.5210524117302718,41,raw_scale_analysis
Migraine,migraine,stringent,Thal VPL R,130,0.5455062139531143,41,raw_scale_analysis
Migraine,migraine,stringent,Thal IL L,131,0.581456871372933,41,raw_scale_analysis
Migraine,migraine,stringent,Thal MDm L,135,0.4780808355101327,41,raw_scale_analysis
Migraine,migraine,stringent,Thal MDm R,136,0.49185633657824596,41,raw_scale_analysis
Migraine,migraine,stringent,Thal MDl L,137,0.5117063964945807,41,raw_scale_analysis
Migraine,migraine,stringent,Thal LGN L,139,0.5185576221303643,41,raw_scale_analysis
Migraine,migraine,stringent,Thal LGN R,140,0.5280745889198849,41,raw_scale_analysis
Migraine,migraine,stringent,Thal MGN L,141,0.5423407974379936,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuI L,143,0.5881586184239712,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuI R,144,0.5755402255556968,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuM L,145,0.5665288266986095,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuM R,146,0.5282507955615193,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuA L,147,0.5697461397271899,41,raw_scale_analysis
Migraine,migraine,stringent,Thal PuA R,148,0.5068009157442785,41,raw_scale_analysis
Migraine,migraine,stringent,ACC pre L,153,0.4898993391971667,41,raw_scale_analysis
Migraine,migraine,stringent,ACC pre R,154,0.5571305869937375,41,raw_scale_analysis
Migraine,migraine,stringent,ACC sup L,155,0.5218952813732091,41,raw_scale_analysis
Migraine,migraine,stringent,ACC sup R,156,0.5514906348481505,41,raw_scale_analysis
Migraine,migraine,stringent,N Acc L,157,0.5145716988065974,41,raw_scale_analysis
Migraine,migraine,stringent,N Acc R,158,0.5030482771317389,41,raw_scale_analysis
Migraine,migraine,stringent,SN pc L,161,0.5331121688049582,41,raw_scale_analysis
Migraine,migraine,stringent,SN pr L,163,0.5089179295356969,41,raw_scale_analysis
Migraine,migraine,stringent,SN pr R,164,0.4783167424825729,41,raw_scale_analysis
Migraine,migraine,stringent,Red N L,165,0.5256712387053444,41,raw_scale_analysis
Migraine,migraine,stringent,Red N R,166,0.536044817787863,41,raw_scale_analysis
Migraine,migraine,stringent,LC L,167,0.4713558926646943,41,raw_scale_analysis
Migraine,migraine,stringent,LC R,168,0.4204173788948262,41,raw_scale_analysis
Migraine,migraine,stringent,Raphe D,169,0.5082035620499932,41,raw_scale_analysis
Migraine,migraine,stringent,Raphe M,170,0.45318117044370243,41,raw_scale_analysis
Migraine,migraine,weighted,Precentral L,1,0.4900963939196879,167,raw_scale_analysis
Migraine,migraine,weighted,Precentral R,2,0.47964200130145906,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Sup 2 L,3,0.49734913961162525,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Sup 2 R,4,0.519010934362829,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Mid 2 L,5,0.509875666443016,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Mid 2 R,6,0.5027375665440835,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Oper L,7,0.47460869904363795,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Oper R,8,0.47799023692549275,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Tri L,9,0.5112494395529147,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Tri R,10,0.4888532888702909,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Orb 2 L,11,0.5267327538812951,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Inf Orb 2 R,12,0.5147669073043257,167,raw_scale_analysis
Migraine,migraine,weighted,Rolandic Oper L,13,0.5030488043427244,167,raw_scale_analysis
Migraine,migraine,weighted,Rolandic Oper R,14,0.5322889355838374,167,raw_scale_analysis
Migraine,migraine,weighted,Supp Motor Area L,15,0.465399162411906,167,raw_scale_analysis
Migraine,migraine,weighted,Supp Motor Area R,16,0.47831522624552186,167,raw_scale_analysis
Migraine,migraine,weighted,Olfactory L,17,0.48139197658247296,167,raw_scale_analysis
Migraine,migraine,weighted,Olfactory R,18,0.4757543390965274,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Sup Medial L,19,0.5189596678514166,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Sup Medial R,20,0.529409271388942,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Med Orb L,21,0.5152480844191605,167,raw_scale_analysis
Migraine,migraine,weighted,Frontal Med Orb R,22,0.5456741648473925,167,raw_scale_analysis
Migraine,migraine,weighted,Rectus L,23,0.5166825112520187,167,raw_scale_analysis
Migraine,migraine,weighted,Rectus R,24,0.5331587020951238,167,raw_scale_analysis
Migraine,migraine,weighted,OFCmed L,25,0.504562203669928,167,raw_scale_analysis
Migraine,migraine,weighted,OFCmed R,26,0.526617604597733,167,raw_scale_analysis
Migraine,migraine,weighted,OFCant L,27,0.5382803475382381,167,raw_scale_analysis
Migraine,migraine,weighted,OFCant R,28,0.5445989242976625,167,raw_scale_analysis
Migraine,migraine,weighted,OFCpost L,29,0.48106296159589607,167,raw_scale_analysis
Migraine,migraine,weighted,OFCpost R,30,0.5103684343548237,167,raw_scale_analysis
Migraine,migraine,weighted,OFClat L,31,0.48651860809654623,167,raw_scale_analysis
Migraine,migraine,weighted,OFClat R,32,0.5298903928694696,167,raw_scale_analysis
Migraine,migraine,weighted,Insula L,33,0.49904241144767486,167,raw_scale_analysis
Migraine,migraine,weighted,Insula R,34,0.49798280537186845,167,raw_scale_analysis
Migraine,migraine,weighted,Cingulate Mid L,37,0.49331909542342256,167,raw_scale_analysis
Migraine,migraine,weighted,Cingulate Mid R,38,0.4846111151234705,167,raw_scale_analysis
Migraine,migraine,weighted,Cingulate Post L,39,0.5008809473189535,167,raw_scale_analysis
Migraine,migraine,weighted,Hippocampus L,41,0.4955475797630149,167,raw_scale_analysis
Migraine,migraine,weighted,Hippocampus R,42,0.4934236580296633,167,raw_scale_analysis
Migraine,migraine,weighted,ParaHippocampal L,43,0.5237491546925594,167,raw_scale_analysis
Migraine,migraine,weighted,ParaHippocampal R,44,0.5150557344174145,167,raw_scale_analysis
Migraine,migraine,weighted,Amygdala L,45,0.5090804790055775,167,raw_scale_analysis
Migraine,migraine,weighted,Amygdala R,46,0.46345784404108326,167,raw_scale_analysis
Migraine,migraine,weighted,Calcarine L,47,0.5143125511008131,167,raw_scale_analysis
Migraine,migraine,weighted,Calcarine R,48,0.5125649485597057,167,raw_scale_analysis
Migraine,migraine,weighted,Cuneus L,49,0.5038876887319079,167,raw_scale_analysis
Migraine,migraine,weighted,Lingual L,51,0.5074572178240199,167,raw_scale_analysis
Migraine,migraine,weighted,Lingual R,52,0.512605850452419,167,raw_scale_analysis
Migraine,migraine,weighted,Occipital Sup L,53,0.49680245383955407,167,raw_scale_analysis
Migraine,migraine,weighted,Occipital Mid L,55,0.5183160926414009,167,raw_scale_analysis
Migraine,migraine,weighted,Occipital Mid R,56,0.5244686445176727,167,raw_scale_analysis
Migraine,migraine,weighted,Occipital Inf L,57,0.5188726334738388,167,raw_scale_analysis
Migraine,migraine,weighted,Occipital Inf R,58,0.49913795261605004,167,raw_scale_analysis
Migraine,migraine,weighted,Fusiform L,59,0.4907058405051438,167,raw_scale_analysis
Migraine,migraine,weighted,Fusiform R,60,0.4789874222136969,167,raw_scale_analysis
Migraine,migraine,weighted,Postcentral L,61,0.49758145504243206,167,raw_scale_analysis
Migraine,migraine,weighted,Postcentral R,62,0.49115270598391286,167,raw_scale_analysis
Migraine,migraine,weighted,Parietal Sup L,63,0.5049340287181314,167,raw_scale_analysis
Migraine,migraine,weighted,Parietal Sup R,64,0.4442912247145354,167,raw_scale_analysis
Migraine,migraine,weighted,Parietal Inf L,65,0.5032707422243626,167,raw_scale_analysis
Migraine,migraine,weighted,Parietal Inf R,66,0.5193447714193685,167,raw_scale_analysis
Migraine,migraine,weighted,SupraMarginal L,67,0.46213426817860825,167,raw_scale_analysis
Migraine,migraine,weighted,SupraMarginal R,68,0.4667511859628724,167,raw_scale_analysis
Migraine,migraine,weighted,Angular L,69,0.5032073676087072,167,raw_scale_analysis
Migraine,migraine,weighted,Angular R,70,0.4832294936924164,167,raw_scale_analysis
Migraine,migraine,weighted,Precuneus L,71,0.4915291355128559,167,raw_scale_analysis
Migraine,migraine,weighted,Precuneus R,72,0.47812816961943555,167,raw_scale_analysis
Migraine,migraine,weighted,Paracentral Lobule L,73,0.4763415993027699,167,raw_scale_analysis
Migraine,migraine,weighted,Paracentral Lobule R,74,0.4860927474050214,167,raw_scale_analysis
Migraine,migraine,weighted,Caudate L,75,0.5131007304825633,167,raw_scale_analysis
Migraine,migraine,weighted,Caudate R,76,0.5216813377165874,167,raw_scale_analysis
Migraine,migraine,weighted,Putamen L,77,0.4946953980969908,167,raw_scale_analysis
Migraine,migraine,weighted,Putamen R,78,0.49567607582633677,167,raw_scale_analysis
Migraine,migraine,weighted,Pallidum L,79,0.5262901002662871,167,raw_scale_analysis
Migraine,migraine,weighted,Pallidum R,80,0.5422137711096457,167,raw_scale_analysis
Migraine,migraine,weighted,Heschl L,83,0.5113291347115569,167,raw_scale_analysis
