cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
CGE interneuron,Neuronal cells,C1QTNF2,11.7,1.3205518056907959,193
CGE interneuron,Neuronal cells,CALY,422.8,1.3157673080764014,194
CGE interneuron,Neuronal cells,HAP1,20.9,1.3153554409638761,195
CGE interneuron,Neuronal cells,RIMBP2,351.2,1.3103808353102944,196
CGE interneuron,Neuronal cells,GPR27,18.7,1.3045021650795883,197
CGE interneuron,Neuronal cells,CORT,23.0,1.30157944949556,198
CGE interneuron,Neuronal cells,ATP6V0C,427.2,1.2943814783642127,199
CGE interneuron,Neuronal cells,ANO4,581.9,1.2910933420568405,200
LAMP5-LHX6 and Chandelier,Neuronal cells,LHX6,151.5,4.332429885088106,1
LAMP5-LHX6 and Chandelier,Neuronal cells,HAPLN1,119.2,3.8881364342272597,2
LAMP5-LHX6 and Chandelier,Neuronal cells,CHRDL1,123.8,3.8140964999366593,3
LAMP5-LHX6 and Chandelier,Neuronal cells,TMEM255A,105.4,3.7186744453087166,4
LAMP5-LHX6 and Chandelier,Neuronal cells,PDGFD,461.1,3.6669155408980907,5
LAMP5-LHX6 and Chandelier,Neuronal cells,C1QL1,156.3,3.622380158944695,6
LAMP5-LHX6 and Chandelier,Neuronal cells,FGF13,1825.8,3.5638946422114977,7
LAMP5-LHX6 and Chandelier,Neuronal cells,LAMP5,305.4,3.539956272008084,8
LAMP5-LHX6 and Chandelier,Neuronal cells,CA8,328.4,3.5378802869338513,9
LAMP5-LHX6 and Chandelier,Neuronal cells,CHST9,782.2,3.516354124371722,10
LAMP5-LHX6 and Chandelier,Neuronal cells,ARX,91.1,3.4863100023134446,11
LAMP5-LHX6 and Chandelier,Neuronal cells,SP9,31.6,3.4230163829773503,12
LAMP5-LHX6 and Chandelier,Neuronal cells,PTHLH,49.8,3.418368962015411,13
LAMP5-LHX6 and Chandelier,Neuronal cells,MYB,49.1,3.308292673191063,14
LAMP5-LHX6 and Chandelier,Neuronal cells,EYA4,676.6,3.2946888986281655,15
LAMP5-LHX6 and Chandelier,Neuronal cells,PKP2,179.7,3.1823168600127785,16
LAMP5-LHX6 and Chandelier,Neuronal cells,CCK,889.3,3.158363072604865,17
LAMP5-LHX6 and Chandelier,Neuronal cells,GRPR,19.3,3.143675998372538,18
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIP1,4821.4,3.0978147511629186,19
LAMP5-LHX6 and Chandelier,Neuronal cells,ALK,876.2,3.087462841250339,20
LAMP5-LHX6 and Chandelier,Neuronal cells,CA13,129.8,3.0571344540032417,21
LAMP5-LHX6 and Chandelier,Neuronal cells,UNC5D,4656.9,3.040172476847869,22
LAMP5-LHX6 and Chandelier,Neuronal cells,GAD2,772.9,3.0262858046110264,23
LAMP5-LHX6 and Chandelier,Neuronal cells,PTCHD4,1007.7,2.998332337069088,24
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNC2,2159.6,2.925961378745178,25
LAMP5-LHX6 and Chandelier,Neuronal cells,ERBB4,11575.6,2.908220695030268,26
LAMP5-LHX6 and Chandelier,Neuronal cells,NPPC,97.8,2.867025021548121,27
LAMP5-LHX6 and Chandelier,Neuronal cells,TMEM233,44.6,2.8576934051653144,28
LAMP5-LHX6 and Chandelier,Neuronal cells,IGF2BP3,38.2,2.803456797446396,29
LAMP5-LHX6 and Chandelier,Neuronal cells,MYO16,1314.4,2.793433467483408,30
LAMP5-LHX6 and Chandelier,Neuronal cells,PRELID2,533.3,2.7692821934553757,31
LAMP5-LHX6 and Chandelier,Neuronal cells,VWC2,634.7,2.741426583720814,32
LAMP5-LHX6 and Chandelier,Neuronal cells,ZNF536,1408.0,2.723264898652481,33
LAMP5-LHX6 and Chandelier,Neuronal cells,TCIM,36.6,2.6988709080586344,34
LAMP5-LHX6 and Chandelier,Neuronal cells,NXPH1,2484.1,2.6813290549723585,35
LAMP5-LHX6 and Chandelier,Neuronal cells,VSTM2A,80.4,2.673331943455607,36
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIN3A,410.7,2.6468298910359027,37
LAMP5-LHX6 and Chandelier,Neuronal cells,THSD7A,1126.7,2.6336086404121772,38
LAMP5-LHX6 and Chandelier,Neuronal cells,SLC32A1,54.1,2.6150272513088084,39
LAMP5-LHX6 and Chandelier,Neuronal cells,SFRP1,153.9,2.604311806996048,40
LAMP5-LHX6 and Chandelier,Neuronal cells,B3GALT2,114.7,2.6033294037198385,41
LAMP5-LHX6 and Chandelier,Neuronal cells,CRTAC1,152.1,2.555370762492818,42
LAMP5-LHX6 and Chandelier,Neuronal cells,GLT8D2,86.0,2.5474646028992347,43
LAMP5-LHX6 and Chandelier,Neuronal cells,FSTL5,2260.9,2.522688594296736,44
LAMP5-LHX6 and Chandelier,Neuronal cells,TOX2,212.3,2.508154646635691,45
LAMP5-LHX6 and Chandelier,Neuronal cells,ARL4C,266.9,2.507617184299582,46
LAMP5-LHX6 and Chandelier,Neuronal cells,CALB1,95.1,2.4806036239426628,47
LAMP5-LHX6 and Chandelier,Neuronal cells,MAFB,40.1,2.473541218052733,48
LAMP5-LHX6 and Chandelier,Neuronal cells,GNG4,178.7,2.4364669489908106,49
LAMP5-LHX6 and Chandelier,Neuronal cells,TMEM132D,1349.3,2.4331400796388034,50
LAMP5-LHX6 and Chandelier,Neuronal cells,AARD,15.0,2.4252746079052354,51
LAMP5-LHX6 and Chandelier,Neuronal cells,IGF1,175.2,2.4197262312238497,52
LAMP5-LHX6 and Chandelier,Neuronal cells,PTPRT,2036.9,2.419254781246411,53
LAMP5-LHX6 and Chandelier,Neuronal cells,GABRD,138.2,2.407852831380366,54
LAMP5-LHX6 and Chandelier,Neuronal cells,ZNF385D,3344.5,2.3967256830048633,55
LAMP5-LHX6 and Chandelier,Neuronal cells,CRABP1,21.6,2.390867332154226,56
LAMP5-LHX6 and Chandelier,Neuronal cells,NOS1,205.1,2.3908545333801685,57
LAMP5-LHX6 and Chandelier,Neuronal cells,SLC27A6,124.7,2.3876037927221234,58
LAMP5-LHX6 and Chandelier,Neuronal cells,SERTM1,71.9,2.331977985229058,59
LAMP5-LHX6 and Chandelier,Neuronal cells,DLX2,10.3,2.302330657552568,60
LAMP5-LHX6 and Chandelier,Neuronal cells,DLX1,28.3,2.2805982583496904,61
LAMP5-LHX6 and Chandelier,Neuronal cells,CRH,52.1,2.2803784623750367,62
LAMP5-LHX6 and Chandelier,Neuronal cells,SYTL5,152.0,2.2801079191927354,63
LAMP5-LHX6 and Chandelier,Neuronal cells,BTBD8,476.2,2.2566502551357015,64
LAMP5-LHX6 and Chandelier,Neuronal cells,SEMA6D,1124.3,2.2435925327361166,65
LAMP5-LHX6 and Chandelier,Neuronal cells,LYPD6,133.3,2.2329016655357283,66
LAMP5-LHX6 and Chandelier,Neuronal cells,HMGB3,17.6,2.204174563395223,67
LAMP5-LHX6 and Chandelier,Neuronal cells,PCP4L1,72.4,2.1857355162897747,68
LAMP5-LHX6 and Chandelier,Neuronal cells,NXPH2,256.3,2.1722716770615857,69
LAMP5-LHX6 and Chandelier,Neuronal cells,MTUS2,1736.6,2.169800464773333,70
LAMP5-LHX6 and Chandelier,Neuronal cells,HTR7,134.7,2.154543286698523,71
LAMP5-LHX6 and Chandelier,Neuronal cells,ADGRG6,70.4,2.152669971344217,72
LAMP5-LHX6 and Chandelier,Neuronal cells,C1QL2,18.6,2.1316269574132662,73
LAMP5-LHX6 and Chandelier,Neuronal cells,ADAMTS5,43.7,2.120179425830795,74
LAMP5-LHX6 and Chandelier,Neuronal cells,ADRA1D,15.6,2.1133718612770367,75
LAMP5-LHX6 and Chandelier,Neuronal cells,SLC6A1,942.4,2.1096361984038277,76
LAMP5-LHX6 and Chandelier,Neuronal cells,OSBPL3,451.2,2.1054479240081196,77
LAMP5-LHX6 and Chandelier,Neuronal cells,CNTN5,4961.5,2.095337682566484,78
LAMP5-LHX6 and Chandelier,Neuronal cells,NRIP3,192.4,2.0876493443907824,79
LAMP5-LHX6 and Chandelier,Neuronal cells,SV2C,302.7,2.0766388176038415,80
LAMP5-LHX6 and Chandelier,Neuronal cells,WNT7A,18.9,2.0755392218404327,81
LAMP5-LHX6 and Chandelier,Neuronal cells,MYRFL,59.7,2.06353463282535,82
LAMP5-LHX6 and Chandelier,Neuronal cells,TAC1,198.8,2.061006742275759,83
LAMP5-LHX6 and Chandelier,Neuronal cells,TNFAIP8L3,44.4,2.057161415432332,84
LAMP5-LHX6 and Chandelier,Neuronal cells,TLE2,97.3,2.0436604834205037,85
LAMP5-LHX6 and Chandelier,Neuronal cells,SDK1,1419.8,2.037493167543355,86
LAMP5-LHX6 and Chandelier,Neuronal cells,COL4A2,266.4,2.0357874120078194,87
LAMP5-LHX6 and Chandelier,Neuronal cells,MAF,175.6,2.017584036391778,88
LAMP5-LHX6 and Chandelier,Neuronal cells,GAD1,359.6,1.9997333034393203,89
LAMP5-LHX6 and Chandelier,Neuronal cells,RPH3A,387.2,1.9941781868476385,90
LAMP5-LHX6 and Chandelier,Neuronal cells,PDGFRL,19.4,1.9931585169199655,91
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIA4,3244.1,1.992565125464318,92
LAMP5-LHX6 and Chandelier,Neuronal cells,FREM3,24.3,1.9912140814992787,93
LAMP5-LHX6 and Chandelier,Neuronal cells,MPPED1,156.8,1.9859393396605332,94
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIN2A,2191.9,1.984448184251299,95
LAMP5-LHX6 and Chandelier,Neuronal cells,FBXL7,1194.5,1.9738898654485622,96
LAMP5-LHX6 and Chandelier,Neuronal cells,MGAT4C,1929.0,1.9589201465812367,97
LAMP5-LHX6 and Chandelier,Neuronal cells,DCX,197.7,1.9533907110410131,98
LAMP5-LHX6 and Chandelier,Neuronal cells,FBLN7,46.1,1.944909497490727,99
LAMP5-LHX6 and Chandelier,Neuronal cells,DUSP4,25.2,1.9204701855330608,100
LAMP5-LHX6 and Chandelier,Neuronal cells,NECAB2,66.2,1.9160928615809343,101
LAMP5-LHX6 and Chandelier,Neuronal cells,ID2,128.3,1.9143143414494632,102
LAMP5-LHX6 and Chandelier,Neuronal cells,PRRT4,14.7,1.9054294270995864,103
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNS3,86.6,1.9012497346780182,104
LAMP5-LHX6 and Chandelier,Neuronal cells,CORT,34.1,1.9007383686269235,105
LAMP5-LHX6 and Chandelier,Neuronal cells,ST6GAL2,281.3,1.8964980450193698,106
LAMP5-LHX6 and Chandelier,Neuronal cells,IGSF11,485.3,1.895319882102933,107
LAMP5-LHX6 and Chandelier,Neuronal cells,ITGA8,312.0,1.89260998187116,108
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIP2,124.4,1.8887285412024497,109
LAMP5-LHX6 and Chandelier,Neuronal cells,HUNK,113.8,1.8771245999714457,110
LAMP5-LHX6 and Chandelier,Neuronal cells,RAB3IP,179.6,1.870657503966122,111
LAMP5-LHX6 and Chandelier,Neuronal cells,FGF9,100.4,1.8385599100093668,112
LAMP5-LHX6 and Chandelier,Neuronal cells,TOX,1190.9,1.8367051141059174,113
LAMP5-LHX6 and Chandelier,Neuronal cells,ANK1,210.0,1.828634565291361,114
LAMP5-LHX6 and Chandelier,Neuronal cells,RPP25,22.0,1.8271634031377841,115
LAMP5-LHX6 and Chandelier,Neuronal cells,CHRD,53.7,1.8113967037985528,116
LAMP5-LHX6 and Chandelier,Neuronal cells,FXYD6,8.7,1.8051031734486371,117
LAMP5-LHX6 and Chandelier,Neuronal cells,RET,16.1,1.8040351514925568,118
LAMP5-LHX6 and Chandelier,Neuronal cells,UNC5B,98.1,1.7925642222957383,119
LAMP5-LHX6 and Chandelier,Neuronal cells,KIT,231.1,1.7810748492645,120
LAMP5-LHX6 and Chandelier,Neuronal cells,ATRNL1,2899.2,1.7791498415863263,121
LAMP5-LHX6 and Chandelier,Neuronal cells,CTXND1,132.8,1.7789805466532767,122
LAMP5-LHX6 and Chandelier,Neuronal cells,NAT16,8.2,1.7767931868604478,123
LAMP5-LHX6 and Chandelier,Neuronal cells,AJAP1,196.7,1.7726595311064037,124
LAMP5-LHX6 and Chandelier,Neuronal cells,ITM2C,272.7,1.7535823020706538,125
LAMP5-LHX6 and Chandelier,Neuronal cells,FAM110B,540.6,1.7532387266675886,126
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNC1,199.9,1.7487720148530776,127
LAMP5-LHX6 and Chandelier,Neuronal cells,ADARB2,2234.1,1.7373235822838144,128
LAMP5-LHX6 and Chandelier,Neuronal cells,GPR161,48.0,1.7331045449174383,129
LAMP5-LHX6 and Chandelier,Neuronal cells,KITLG,145.3,1.7312693056093837,130
LAMP5-LHX6 and Chandelier,Neuronal cells,TOX3,173.7,1.7148884811453062,131
LAMP5-LHX6 and Chandelier,Neuronal cells,OPRK1,24.9,1.7135810384768728,132
LAMP5-LHX6 and Chandelier,Neuronal cells,PKNOX2,350.0,1.709657988685502,133
LAMP5-LHX6 and Chandelier,Neuronal cells,NKX2-8,4.6,1.7096419841135073,134
LAMP5-LHX6 and Chandelier,Neuronal cells,CAMK2N2,99.0,1.707825077589338,135
LAMP5-LHX6 and Chandelier,Neuronal cells,ZCCHC12,26.3,1.7072215189250333,136
LAMP5-LHX6 and Chandelier,Neuronal cells,PCDH19,159.0,1.7050785469451701,137
LAMP5-LHX6 and Chandelier,Neuronal cells,ACADL,35.5,1.7008889459326373,138
LAMP5-LHX6 and Chandelier,Neuronal cells,MCHR1,8.8,1.699102031405581,139
LAMP5-LHX6 and Chandelier,Neuronal cells,RASGRF2,722.4,1.6962802992103996,140
LAMP5-LHX6 and Chandelier,Neuronal cells,SLC7A8,109.0,1.6909425030862093,141
LAMP5-LHX6 and Chandelier,Neuronal cells,KIRREL3,1711.3,1.6889623721142806,142
LAMP5-LHX6 and Chandelier,Neuronal cells,TMEM132B,1173.3,1.6880861908684759,143
LAMP5-LHX6 and Chandelier,Neuronal cells,ST8SIA4,168.3,1.6879440991448977,144
LAMP5-LHX6 and Chandelier,Neuronal cells,CHRM1,24.3,1.681982447334968,145
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNIP1,480.8,1.6735095127098678,146
LAMP5-LHX6 and Chandelier,Neuronal cells,NAP1L3,122.0,1.6722120990414064,147
LAMP5-LHX6 and Chandelier,Neuronal cells,NPNT,64.8,1.6705703458270575,148
LAMP5-LHX6 and Chandelier,Neuronal cells,SYCE1L,18.2,1.6650157522871916,149
LAMP5-LHX6 and Chandelier,Neuronal cells,ELFN1,17.4,1.664827398603147,150
LAMP5-LHX6 and Chandelier,Neuronal cells,NTNG1,826.4,1.6645854022640194,151
LAMP5-LHX6 and Chandelier,Neuronal cells,RND3,64.5,1.6635547148223395,152
LAMP5-LHX6 and Chandelier,Neuronal cells,HRH1,75.2,1.6524373703417945,153
LAMP5-LHX6 and Chandelier,Neuronal cells,CACNG2,211.0,1.6464491211898618,154
LAMP5-LHX6 and Chandelier,Neuronal cells,GPR12,34.7,1.6233075754068047,155
LAMP5-LHX6 and Chandelier,Neuronal cells,C1QTNF2,14.4,1.6220562551400968,156
LAMP5-LHX6 and Chandelier,Neuronal cells,LRRTM1,39.5,1.6193725315069876,157
LAMP5-LHX6 and Chandelier,Neuronal cells,CACNG3,337.5,1.614872100734381,158
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNK3,34.2,1.6109035143651593,159
LAMP5-LHX6 and Chandelier,Neuronal cells,CPNE8,327.0,1.610335515807544,160
LAMP5-LHX6 and Chandelier,Neuronal cells,GRIN2D,51.6,1.6047962609743054,161
LAMP5-LHX6 and Chandelier,Neuronal cells,MEF2C,1428.5,1.601776630201363,162
LAMP5-LHX6 and Chandelier,Neuronal cells,ENTPD3,123.7,1.6010384420188946,163
LAMP5-LHX6 and Chandelier,Neuronal cells,CYGB,31.2,1.5931318036418618,164
LAMP5-LHX6 and Chandelier,Neuronal cells,NYAP2,461.1,1.5889414891917575,165
LAMP5-LHX6 and Chandelier,Neuronal cells,LRRC8B,342.7,1.5886304685839197,166
LAMP5-LHX6 and Chandelier,Neuronal cells,DPP10,7206.2,1.5861931865487016,167
LAMP5-LHX6 and Chandelier,Neuronal cells,DIRAS1,48.7,1.58575439263065,168
LAMP5-LHX6 and Chandelier,Neuronal cells,TMSB4X,518.1,1.5809004517187553,169
LAMP5-LHX6 and Chandelier,Neuronal cells,NFIB,1419.7,1.5808418421820978,170
LAMP5-LHX6 and Chandelier,Neuronal cells,VAV2,78.5,1.5703540524900177,171
LAMP5-LHX6 and Chandelier,Neuronal cells,AMH,17.4,1.570070947586355,172
LAMP5-LHX6 and Chandelier,Neuronal cells,METAP1D,99.5,1.5664204407117521,173
LAMP5-LHX6 and Chandelier,Neuronal cells,EPHX4,55.9,1.5641380851181452,174
LAMP5-LHX6 and Chandelier,Neuronal cells,AP1S2,164.4,1.5552183938654096,175
LAMP5-LHX6 and Chandelier,Neuronal cells,KCNAB3,31.3,1.5540306411692655,176
LAMP5-LHX6 and Chandelier,Neuronal cells,LAPTM4B,79.5,1.53594971851402,177
LAMP5-LHX6 and Chandelier,Neuronal cells,DNER,710.5,1.5351941564574176,178
LAMP5-LHX6 and Chandelier,Neuronal cells,CITED2,35.7,1.5312958436149529,179
LAMP5-LHX6 and Chandelier,Neuronal cells,EEPD1,192.8,1.5295976364066046,180
LAMP5-LHX6 and Chandelier,Neuronal cells,DNMT3B,12.5,1.5222267453731937,181
LAMP5-LHX6 and Chandelier,Neuronal cells,RIMBP2,402.4,1.522045518701011,182
LAMP5-LHX6 and Chandelier,Neuronal cells,OPRM1,179.5,1.5189915256851059,183
LAMP5-LHX6 and Chandelier,Neuronal cells,SCN1A,968.2,1.5184912276573581,184
LAMP5-LHX6 and Chandelier,Neuronal cells,TRIM71,23.4,1.51723761960664,185
LAMP5-LHX6 and Chandelier,Neuronal cells,CACNA2D1,1555.8,1.5165354314663886,186
LAMP5-LHX6 and Chandelier,Neuronal cells,NKX6-3,3.0,1.5145731728297585,187
LAMP5-LHX6 and Chandelier,Neuronal cells,GABRB2,1102.2,1.5115374381683921,188
LAMP5-LHX6 and Chandelier,Neuronal cells,SCN2B,55.8,1.5013078238623652,189
LAMP5-LHX6 and Chandelier,Neuronal cells,SV2A,222.3,1.49287396903305,190
LAMP5-LHX6 and Chandelier,Neuronal cells,EXT1,1044.3,1.4921770028751489,191
LAMP5-LHX6 and Chandelier,Neuronal cells,TGFB3,17.2,1.4921684050492967,192
LAMP5-LHX6 and Chandelier,Neuronal cells,KCTD16,1289.6,1.4836488506717682,193
LAMP5-LHX6 and Chandelier,Neuronal cells,SYT1,6900.2,1.4543415335487295,194
LAMP5-LHX6 and Chandelier,Neuronal cells,PLCXD3,294.2,1.4501757348622786,195
LAMP5-LHX6 and Chandelier,Neuronal cells,TMEM74B,38.8,1.4459020255058523,196
LAMP5-LHX6 and Chandelier,Neuronal cells,XKR4,1576.6,1.4440589778755852,197
LAMP5-LHX6 and Chandelier,Neuronal cells,GPR176,115.4,1.4429998346182715,198
LAMP5-LHX6 and Chandelier,Neuronal cells,MGAT5B,65.2,1.4378016026657547,199
LAMP5-LHX6 and Chandelier,Neuronal cells,DAB1,2224.9,1.4317055066442144,200
MGE interneuron,Neuronal cells,SST,666.5,4.587027075393483,1
MGE interneuron,Neuronal cells,LHX6,127.5,3.953040032181794,2
MGE interneuron,Neuronal cells,ARX,113.7,3.928433214321793,3
MGE interneuron,Neuronal cells,NMU,38.6,3.8033860198546585,4
MGE interneuron,Neuronal cells,PNOC,71.0,3.7450843271331093,5
MGE interneuron,Neuronal cells,ELFN1,52.0,3.478613031840917,6
MGE interneuron,Neuronal cells,CRHBP,94.7,3.4409576799248844,7
MGE interneuron,Neuronal cells,TAC1,371.5,3.1266740319175494,8
MGE interneuron,Neuronal cells,NXPH1,3093.5,3.068191327069291,9
MGE interneuron,Neuronal cells,CORT,67.7,3.0349749670260593,10
MGE interneuron,Neuronal cells,MYO5B,209.9,2.971043546955134,11
MGE interneuron,Neuronal cells,DLX1,42.4,2.953415842398737,12
MGE interneuron,Neuronal cells,SCARA5,24.1,2.9087205977178434,13
MGE interneuron,Neuronal cells,MAFB,48.1,2.778180084275989,14
MGE interneuron,Neuronal cells,KCNC2,1938.6,2.7366981476706513,15
MGE interneuron,Neuronal cells,GAD1,554.5,2.7208567137028403,16
MGE interneuron,Neuronal cells,FLT3,94.6,2.714039746628017,17
MGE interneuron,Neuronal cells,GPR83,24.5,2.67680378248207,18
MGE interneuron,Neuronal cells,OSTN,26.6,2.6721283750408062,19
MGE interneuron,Neuronal cells,RSPO2,154.3,2.645412354730029,20
MGE interneuron,Neuronal cells,TAC3,38.6,2.5935994298239757,21
MGE interneuron,Neuronal cells,ELAVL2,708.9,2.558111097631923,22
MGE interneuron,Neuronal cells,TCIM,32.8,2.5167551803827477,23
MGE interneuron,Neuronal cells,GRIK1,3708.2,2.509995877690797,24
MGE interneuron,Neuronal cells,KIF26B,774.3,2.4605175065054916,25
MGE interneuron,Neuronal cells,KIAA1217,3064.5,2.4472547954576602,26
MGE interneuron,Neuronal cells,SPOCK3,2247.9,2.4325687214040093,27
MGE interneuron,Neuronal cells,CDH9,1041.3,2.4122955833070794,28
MGE interneuron,Neuronal cells,HGF,71.7,2.409695400909827,29
MGE interneuron,Neuronal cells,LGI2,49.3,2.3940132533037435,30
MGE interneuron,Neuronal cells,RAB3B,148.3,2.383515801889001,31
MGE interneuron,Neuronal cells,PRLHR,11.2,2.380806852996492,32
MGE interneuron,Neuronal cells,ERBB4,8483.6,2.3748315697766977,33
MGE interneuron,Neuronal cells,SIAH3,103.5,2.34682459087597,34
MGE interneuron,Neuronal cells,DLX2,10.6,2.345869059814097,35
MGE interneuron,Neuronal cells,LRP8,249.9,2.327899610008709,36
MGE interneuron,Neuronal cells,PRDM1,61.7,2.302948637314102,37
MGE interneuron,Neuronal cells,GRIK3,365.1,2.30145104168567,38
MGE interneuron,Neuronal cells,SLC26A4,108.7,2.2912124203574504,39
MGE interneuron,Neuronal cells,HUNK,145.7,2.2762007722959554,40
MGE interneuron,Neuronal cells,IGF1,160.0,2.2695334109076195,41
MGE interneuron,Neuronal cells,SLIT2,1400.0,2.2147777591016165,42
MGE interneuron,Neuronal cells,NPAS1,34.4,2.204229637550749,43
MGE interneuron,Neuronal cells,GRIN3A,314.1,2.1981915861092154,44
MGE interneuron,Neuronal cells,GRIP1,2856.6,2.197906980382963,45
MGE interneuron,Neuronal cells,CNTNAP3,128.6,2.1962735302588783,46
MGE interneuron,Neuronal cells,SYTL5,143.1,2.1813471012047834,47
MGE interneuron,Neuronal cells,KCNS3,103.0,2.179731759139232,48
MGE interneuron,Neuronal cells,EPHB6,104.9,2.152750956869346,49
MGE interneuron,Neuronal cells,ST8SIA4,224.1,2.1461174216152608,50
MGE interneuron,Neuronal cells,PTCHD4,608.5,2.13950898884953,51
MGE interneuron,Neuronal cells,PRRT4,17.1,2.135910265674268,52
MGE interneuron,Neuronal cells,SATB1,475.5,2.13369366730006,53
MGE interneuron,Neuronal cells,CYP26A1,8.0,2.133235192113131,54
MGE interneuron,Neuronal cells,TENM3,1553.7,2.1308068663315423,55
MGE interneuron,Neuronal cells,WIF1,65.9,2.1299039596716947,56
MGE interneuron,Neuronal cells,GAD2,455.0,2.1238166480157887,57
MGE interneuron,Neuronal cells,GRIP2,143.5,2.1181319865993933,58
MGE interneuron,Neuronal cells,RASGRF2,930.3,2.1020345342922098,59
MGE interneuron,Neuronal cells,MPPED1,166.7,2.084630598737575,60
MGE interneuron,Neuronal cells,DEPDC1,5.6,2.080359616646326,61
MGE interneuron,Neuronal cells,KCNMB2,1493.8,2.0685181653652944,62
MGE interneuron,Neuronal cells,CNTNAP2,12355.1,2.044684588454469,63
MGE interneuron,Neuronal cells,CMTM8,115.9,2.031646531402302,64
MGE interneuron,Neuronal cells,VWC2,408.6,2.0068900625326203,65
MGE interneuron,Neuronal cells,ANK1,233.0,1.994927174938851,66
MGE interneuron,Neuronal cells,WLS,402.0,1.9785293572730946,67
MGE interneuron,Neuronal cells,GRIN2D,65.0,1.9664778955261637,68
MGE interneuron,Neuronal cells,COL19A1,241.0,1.956159989642329,69
MGE interneuron,Neuronal cells,TRIM67,53.8,1.9560024047800362,70
MGE interneuron,Neuronal cells,VAV2,99.7,1.9464352401867455,71
MGE interneuron,Neuronal cells,VSTM2A,51.3,1.9387109141512393,72
MGE interneuron,Neuronal cells,CACNA2D2,81.7,1.9119744287855704,73
MGE interneuron,Neuronal cells,KCNAB3,39.3,1.9054268386070143,74
MGE interneuron,Neuronal cells,OSBPL3,396.9,1.89847701433362,75
MGE interneuron,Neuronal cells,HSPB3,9.0,1.888968687611256,76
MGE interneuron,Neuronal cells,NPY,211.7,1.8874142842395987,77
MGE interneuron,Neuronal cells,TSHZ3,180.6,1.8821691741421824,78
